term	genes	type	name	parents
R-HSA-6811558	O00329;Q8TBX8;Q6UW88;P62714;P78356;Q06124;P09619;P14210;P51617;P35568;P10721;P67775;P16234;Q99075;O14511;P15153;P15498;P56975;Q99755;P01127;P04085;O60331;P42338;P27986;O43815;P63000;P48426;Q14738;Q15173;Q13362;P15514;P33681;P15391;P42081;P08620;P30153;Q16537;P10767;Q9HCT0;O43320;P30154;P31749;P35070;P06213;P04626;Q9UEF7;Q15303;O76093;P49771;P06241;Q9Y4H2;O95760;P03372;Q13480;Q8WU20;P01308;Q15172;P36888;Q9UQC2;O15520;P11487;P09038;P21802;Q6ZUJ8;P00533;P10747;Q92731;O95750;P06239;Q9NWZ3;P05230;Q9GZV9;P31371;P11362;P27361;Q9NP95;P22455;O14944;P22607;P28482;Q01638;P46695;Q86Z14;O00459;Q99836;Q92569;P08581;P01133;P21781;P01135;Q8WWG1;P42336;P84095;O14986;Q9Y4K3;Q6PIZ9	Signal Transduction	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	R-HSA-199418
R-HSA-6814122	P40227;Q92526;P49368;P17987;O94810;P49758;Q99832;P50990;O75916;P08754;P62879;P67870;P50150;P11488;P19086;P61952;P19784;O14775;P63215;Q9HAV0;P63211;P62873;P19087;O60262;P59768;P16520;P63218;Q9UBI6;Q9P2W3;P50151;O14610;P04899;Q13371;A8MTJ3;Q9UK08;P78371;P48643;P50991;P49802;P68400;P63096;P09471	Metabolism of proteins	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	R-HSA-390466
R-HSA-6814848	Q9NZC3;Q6UWR7;Q8IY17;Q6ZV29;Q8N9F7;Q7L5L3;Q8WTR4	Metabolism	Glycerophospholipid catabolism	R-HSA-1483255
R-HSA-68616	Q13416;O43913;Q13415;O43929;Q9UBD5;Q9Y5N6	DNA Replication	Assembly of the ORC complex at the origin of replication	R-HSA-68867
R-HSA-68689	Q13416;Q9UJA3;O43913;Q13415;O43929;Q99741;Q01094;O00716;Q9UBD5;Q9Y5N6;Q14209	DNA Replication	CDC6 association with the ORC:origin complex	R-HSA-68867
R-HSA-68827	O43242;P28070;Q9UL46;Q15008;P60896;Q13416;P25789;P62987;P62191;P17980;O00232;O75832;Q14997;Q16401;P49721;Q92530;P62979;P28066;P25787;Q13200;Q99460;O14818;P43686;P49720;P55036;Q8TAA3;P61289;Q9UJA3;O43913;P35998;A5LHX3;Q06323;P28074;Q13415;P0CG48;Q9UNM6;O00231;O43929;P25788;P28062;P40306;P0CG47;P62333;P25786;P51665;Q99436;P28072;O00487;P62195;P48556;P60900;P28065;O00233;O75496;Q9H211;Q99741;Q9UBD5;Q9Y5N6;P20618	DNA Replication	CDT1 association with the CDC6:ORC:origin complex	R-HSA-68867
R-HSA-68867	Q13416;Q9UJA3;O43913;Q13415;O43929;Q14566;P33993;Q9H211;Q99741;P49736;P33991;P25205;Q9UBD5;Q9Y5N6;P33992;Q01094;O00716;Q14209;O43242;P28070;Q9UL46;Q15008;P60896;P25789;P62987;P62191;P17980;O00232;O75832;Q14997;Q16401;P49721;Q92530;P62979;P28066;P25787;Q13200;Q99460;O14818;P43686;P49720;P55036;Q8TAA3;P61289;P35998;A5LHX3;Q06323;P28074;P0CG48;Q9UNM6;O00231;P25788;P28062;P40306;P0CG47;P62333;P25786;P51665;Q99436;P28072;O00487;P62195;P48556;P60900;P28065;O00233;O75496;P20618	DNA Replication	Assembly of the pre-replicative complex	R-HSA-69002
R-HSA-68875	P14635;P06493;Q14980;Q9BQQ3;P62820;Q9H0U4;P61019;Q9H8Y8;O95067;Q9H2G9;Q08379;P28482;P53350;O60763;Q01105;P0C5Y9;P16104;O95347;Q93077;P62807;Q8NEM0;P06899;P06400;Q9NTJ3;O60814;Q6FI13;Q99878;P57053;Q6IBW4;P42695;Q86XI2;Q71UI9;Q9BTM1;P33778;P20671;P58876;Q16778;Q16695;P0C0S5;Q9NQR1;P84243;Q16777;Q9UPP1;Q8N257;Q71DI3;Q99880;Q99879;Q93079;P23527;P04908;P68431;P62805;Q99877;Q96A08;P62714;P67775;Q66LE6;P30153;P30154;P56211;O43768;Q96GX5;P20700;Q99986;O75531;Q9Y2U8;Q8NC56;P02545;P50402;Q8TDX7;Q9HC98;Q8TD19;Q9UKX7;P37198;Q9BTX1;P49790;Q96EE3;P55735;Q96HA1;Q9BVL2;Q8NFH5;Q8TEM1;Q9BW27;P57740;Q99567;P35658;Q8NFH3;Q8N1F7;P49792;P52948;Q7Z3B4;P12270;P78406;Q9NRG9;O75694;A8CG34;Q5SRE5;Q12769;O15504;Q92621;Q8NFH4;Q8WUM0;P05771;Q9BQK8;O95476;Q14693;P17252;Q8N9A8;Q92539	Cell Cycle	Mitotic Prophase	R-HSA-68886
R-HSA-68877	Q5FBB7;P0DPH7;Q8NBT2;Q562F6;P62714;Q71U36;Q9H4B7;P68366;Q7L7X3;A6NHL2;Q9BQE3;Q13885;P0DPH8;A6NNZ2;O14980;P04350;P55735;Q96EA4;P50748;Q8NG31;Q9BW27;P67775;Q15691;P57740;P46060;Q9H853;Q9GZM8;Q8NFH3;P49792;Q6PEY2;Q9Y266;Q9P258;Q9NY65;Q9BVA1;Q9BUF5;O43264;P36873;Q96BD8;Q9HBM1;P42677;Q8WVK7;Q14738;Q9Y6G9;Q15173;Q9H3R5;Q8N0S6;Q8N2Z9;Q7L2Z9;Q7Z460;Q13362;O75122;P30622;Q9BPU9;Q96H22;P49454;Q9BU64;Q6IPU0;Q14008;Q53HL2;O15392;P30153;O43684;Q9H410;O14576;Q16537;Q02224;P30154;O60566;Q14204;Q13409;Q96FJ2;Q71F23;Q03188;Q13352;Q9NSP4;P49450;Q2NKX8;O43683;Q15172;O43237;Q96GD4;Q9BS16;Q92674;Q96BT3;Q9NQS7;Q9Y6D9;O00139;Q9NXR1;Q6P1K2;Q96IY1;Q99661;P43034;Q9H081;Q8NI77;Q8N4N8;P53350;Q12769;O14777;Q9BZD4;Q13257;Q13509;P68363;Q3ZCM7;P68371;O95229;Q8NFH4;Q8WUM0;Q9H900;Q12834;P63167;Q8WYP5;Q8WVM7;Q14683;Q9UQE7;Q7Z5K2;Q8N3U4;Q9NTI5;Q29RF7;O60216;P14635;O95067;P06493;Q96FF9;O95347;Q9NTJ3;P67870;Q15003;Q9BPX3;P19784;Q15021;P68400;O00444;A8K8P3;Q15154;Q9Y2I6;O43805;Q9Y5B8;Q5BJF6;O95613;P23258;P17612;P07437;Q86SQ7;O94927;O15078;Q9UGJ1;Q13561;Q9P209;Q99996;P41208;Q8NHQ1;Q9BV73;Q7Z7A1;Q9UPN4;O95684;O94986;Q9HC77;Q86XR8;Q96RT7;Q8TEP8;Q9BSJ2;P61163;P62258;Q8TCU4;Q7Z4H7;Q66GS9;P48730;P49674;Q96RT8;Q96CS2;P61981;Q9UPV0;Q8TAP6;Q99871;Q5JTW2;Q9BT25;Q96MT8;Q96SN8;O43303;Q9BYV8;Q9NVX0;O75935;Q68CZ6;P07900;P31323;Q9H6D7;Q6NZ67;P51955;Q96CW5;Q08AG7;Q6P582;Q14980;O75665;Q9NRH3;Q8NHV4;Q8TDX7;Q9HC98;Q8TD19;Q9HC35	Cell Cycle	Mitotic Prometaphase	R-HSA-68886
R-HSA-68881	Q9UKT4;P53350	Cell Cycle	Mitotic Metaphase/Anaphase Transition	R-HSA-2555396
R-HSA-68882	O43242;Q8WVM7;P28070;Q9UL46;Q15008;Q5FBB7;P0DPH7;Q8NBT2;Q562F6;P62714;Q71U36;Q9H4B7;P60896;P68366;P25789;Q7L7X3;Q14683;A6NHL2;Q9BQE3;P62987;P62191;P17980;Q13885;O00232;O75832;Q9UQE7;P0DPH8;A6NNZ2;Q14997;Q16401;P49721;O95997;O14980;P04350;Q92530;P62979;P28066;P25787;Q13200;Q99460;O14818;P55735;Q96EA4;P50748;P43686;P49720;P55036;Q8TAA3;P61289;Q8NG31;Q9BW27;P67775;Q15691;P57740;P35998;A5LHX3;Q06323;P28074;P46060;P0CG48;Q9H853;Q16763;Q7Z5K2;Q9GZM8;Q8NFH3;Q9UNM6;O00231;P25788;P28062;P49792;P40306;Q8N3U4;Q6PEY2;P0CG47;O00762;Q9NTI5;Q9Y266;Q29RF7;P62333;Q9P258;Q9NY65;Q9BVA1;Q9BUF5;P51965;O43264;P25786;P36873;P51665;O60216;Q99436;P28072;Q96BD8;O00487;P62195;P48556;Q9HBM1;P60900;P28065;O00233;P42677;Q8WVK7;Q14738;Q9Y6G9;Q15173;Q9H3R5;Q13042;Q8N0S6;Q8N2Z9;Q7L2Z9;Q7Z460;Q13362;O75122;Q9H1A4;P30622;Q96DE5;Q9BPU9;Q96H22;P49454;Q9BU64;Q6IPU0;Q14008;Q9UJX5;Q53HL2;Q9UM13;Q8NHZ8;O15392;P30153;O43684;P30260;Q9H410;Q9NYG5;O14576;Q16537;Q9UJX4;Q02224;P60006;Q96FF9;Q9UJX2;P30154;O60566;Q14204;Q13409;Q96FJ2;Q71F23;Q03188;Q13352;Q9NSP4;P49450;Q2NKX8;O43683;Q15172;Q9UJX6;O43237;Q14674;Q9UJX3;Q96GD4;Q9BS16;Q92674;Q96BT3;Q9NQS7;Q9Y6D9;O00139;Q9NXR1;Q6P1K2;Q96IY1;Q99661;P43034;Q9H081;Q8NI77;Q8N4N8;P53350;Q12769;O14777;Q9BZD4;Q13257;Q13509;P68363;P51668;Q3ZCM7;P68371;O95229;Q8NFH4;P20618;Q8WUM0;Q9H900;Q12834;P63167;Q8WYP5;Q8IXJ6;P20700;Q99986;P63151;P14635;O95067;Q86XL3;P06493;O75531;Q14739;Q14974;Q9Y2U8;Q8NC56;P02545;P50402;P18754;P37198;Q9BTX1;Q96HA1;Q9BVL2;Q8NFH5;P63165;Q8N1F7;Q7Z3B4;O75694;Q5SRE5;Q92621;P63279;Q92973;P62826;Q9UBP0;Q5T0F9;O43633;P53990;Q96CF2;Q9UQN3;Q96FZ7;Q9Y3E7;Q9BY43;Q8WUX9;Q9H444;Q9UN37	Cell Cycle	Mitotic Anaphase	R-HSA-2555396
R-HSA-68884	Q02241;P53350;O95235;Q8WVM7;Q14683;Q9UQE7;Q9Y6X3;Q6KC79;Q7Z5K2;Q8N3U4;Q9NTI5;Q29RF7;O60216	Cell Cycle	Mitotic Telophase/Cytokinesis	R-HSA-68886
R-HSA-68886	Q5FBB7;P0DPH7;Q8NBT2;Q562F6;P62714;Q71U36;Q9H4B7;P68366;Q7L7X3;A6NHL2;Q9BQE3;Q13885;P0DPH8;A6NNZ2;O14980;P04350;P55735;Q96EA4;P50748;Q8NG31;Q9BW27;P67775;Q15691;P57740;P46060;Q9H853;Q9GZM8;Q8NFH3;P49792;Q6PEY2;Q9Y266;Q9P258;Q9NY65;Q9BVA1;Q9BUF5;O43264;P36873;Q96BD8;Q9HBM1;P42677;Q8WVK7;Q14738;Q9Y6G9;Q15173;Q9H3R5;Q8N0S6;Q8N2Z9;Q7L2Z9;Q7Z460;Q13362;O75122;P30622;Q9BPU9;Q96H22;P49454;Q9BU64;Q6IPU0;Q14008;Q53HL2;O15392;P30153;O43684;Q9H410;O14576;Q16537;Q02224;P30154;O60566;Q14204;Q13409;Q96FJ2;Q71F23;Q03188;Q13352;Q9NSP4;P49450;Q2NKX8;O43683;Q15172;O43237;Q96GD4;Q9BS16;Q92674;Q96BT3;Q9NQS7;Q9Y6D9;O00139;Q9NXR1;Q6P1K2;Q96IY1;Q99661;P43034;Q9H081;Q8NI77;Q8N4N8;P53350;Q12769;O14777;Q9BZD4;Q13257;Q13509;P68363;Q3ZCM7;P68371;O95229;Q8NFH4;Q8WUM0;Q9H900;Q12834;P63167;Q8WYP5;Q8WVM7;Q14683;Q9UQE7;Q7Z5K2;Q8N3U4;Q9NTI5;Q29RF7;O60216;P14635;O95067;P06493;Q96FF9;O95347;Q9NTJ3;P67870;Q15003;Q9BPX3;P19784;Q15021;P68400;O00444;A8K8P3;Q15154;Q9Y2I6;O43805;Q9Y5B8;Q5BJF6;O95613;P23258;P17612;P07437;Q86SQ7;O94927;O15078;Q9UGJ1;Q13561;Q9P209;Q99996;P41208;Q8NHQ1;Q9BV73;Q7Z7A1;Q9UPN4;O95684;O94986;Q9HC77;Q86XR8;Q96RT7;Q8TEP8;Q9BSJ2;P61163;P62258;Q8TCU4;Q7Z4H7;Q66GS9;P48730;P49674;Q96RT8;Q96CS2;P61981;Q9UPV0;Q8TAP6;Q99871;Q5JTW2;Q9BT25;Q96MT8;Q96SN8;O43303;Q9BYV8;Q9NVX0;O75935;Q68CZ6;P07900;P31323;Q9H6D7;Q6NZ67;P51955;Q96CW5;Q08AG7;Q6P582;Q14980;O75665;Q9NRH3;Q8NHV4;Q8TDX7;Q9HC98;Q8TD19;Q9HC35;Q02241;O95235;Q9Y6X3;Q6KC79;Q9BQQ3;P62820;Q9H0U4;P61019;Q9H8Y8;Q9H2G9;Q08379;P28482;O60763;Q01105;P0C5Y9;P16104;Q93077;P62807;Q8NEM0;P06899;P06400;O60814;Q6FI13;Q99878;P57053;Q6IBW4;P42695;Q86XI2;Q71UI9;Q9BTM1;P33778;P20671;P58876;Q16778;Q16695;P0C0S5;Q9NQR1;P84243;Q16777;Q9UPP1;Q8N257;Q71DI3;Q99880;Q99879;Q93079;P23527;P04908;P68431;P62805;Q99877;Q96A08;Q66LE6;P56211;O43768;Q96GX5;P20700;Q99986;O75531;Q9Y2U8;Q8NC56;P02545;P50402;Q9UKX7;P37198;Q9BTX1;P49790;Q96EE3;Q96HA1;Q9BVL2;Q8NFH5;Q8TEM1;Q99567;P35658;Q8N1F7;P52948;Q7Z3B4;P12270;P78406;Q9NRG9;O75694;A8CG34;Q5SRE5;O15504;Q92621;P05771;Q9BQK8;O95476;Q14693;P17252;Q8N9A8;Q92539;Q9UKT4;O43242;P28070;Q9UL46;Q15008;P60896;P25789;P62987;P62191;P17980;O00232;O75832;Q14997;Q16401;P49721;O95997;Q92530;P62979;P28066;P25787;Q13200;Q99460;O14818;P43686;P49720;P55036;Q8TAA3;P61289;P35998;A5LHX3;Q06323;P28074;P0CG48;Q16763;Q9UNM6;O00231;P25788;P28062;P40306;P0CG47;O00762;P62333;P51965;P25786;P51665;Q99436;P28072;O00487;P62195;P48556;P60900;P28065;O00233;Q13042;Q9H1A4;Q96DE5;Q9UJX5;Q9UM13;Q8NHZ8;P30260;Q9NYG5;Q9UJX4;P60006;Q9UJX2;Q9UJX6;Q14674;Q9UJX3;P51668;P20618;Q8IXJ6;P63151;Q86XL3;Q14739;Q14974;P18754;P63165;P63279;Q92973;P62826;Q9UBP0;Q5T0F9;O43633;P53990;Q96CF2;Q9UQN3;Q96FZ7;Q9Y3E7;Q9BY43;Q8WUX9;Q9H444;Q9UN37	Cell Cycle	M Phase	R-HSA-69278
R-HSA-68911	P24941;Q01094;O00716;P78396;P20248	Cell Cycle	G2 Phase	R-HSA-453274
R-HSA-68949	O43242;Q13309;P28070;Q9UL46;Q15008;P60896;Q13416;P63208;P25789;P62987;P62191;P17980;O00232;O75832;Q14997;Q16401;P49721;Q92530;P62979;P28066;P25787;Q13200;Q99460;O14818;P43686;P49720;P55036;Q8TAA3;P61289;Q9UJA3;O43913;P35998;A5LHX3;Q06323;P28074;Q13415;P62877;P0CG48;Q9UNM6;O00231;O43929;P25788;P28062;P40306;P0CG47;P62333;P25786;P51665;Q99436;P28072;O00487;P62195;P48556;P60900;P28065;O00233;Q14566;P33993;Q9H211;Q99741;Q13616;P24941;P78396;P20248;P49736;P33991;P25205;Q9UBD5;Q9Y5N6;P20618;P33992	DNA Replication;Cell Cycle	Orc1 removal from chromatin	R-HSA-69052
R-HSA-68952	P49643;Q9NR33;Q9NRF9;Q14181;Q07864;P09884;P56282;P49642	DNA Replication;Cell Cycle	DNA replication initiation	R-HSA-69239
R-HSA-68962	P15927;Q13416;P49643;P35244;Q9UJA3;O43913;Q13415;O43929;Q13156;P27694;O75496;Q9NR33;Q14566;P33993;O75419;Q9H211;Q99741;O00311;P24941;Q9NRF9;Q14181;Q07864;P09884;P56282;P49736;Q9UBU7;P33991;Q7L590;P25205;Q9UBD5;Q9Y5N6;P33992;P49642	DNA Replication;Cell Cycle	Activation of the pre-replicative complex	R-HSA-69002;R-HSA-69206
R-HSA-69002	P15927;Q13416;P49643;P35244;Q9UJA3;O43913;Q13415;O43929;Q13156;P27694;O75496;Q9NR33;Q14566;P33993;O75419;Q9H211;Q99741;O00311;P24941;Q9NRF9;Q14181;Q07864;P09884;P56282;P49736;Q9UBU7;P33991;Q7L590;P25205;Q9UBD5;Q9Y5N6;P33992;P49642;Q01094;O00716;Q14209;O43242;P28070;Q9UL46;Q15008;P60896;P25789;P62987;P62191;P17980;O00232;O75832;Q14997;Q16401;P49721;Q92530;P62979;P28066;P25787;Q13200;Q99460;O14818;P43686;P49720;P55036;Q8TAA3;P61289;P35998;A5LHX3;Q06323;P28074;P0CG48;Q9UNM6;O00231;P25788;P28062;P40306;P0CG47;P62333;P25786;P51665;Q99436;P28072;O00487;P62195;P48556;P60900;P28065;O00233;P20618	DNA Replication	DNA Replication Pre-Initiation	R-HSA-69306
R-HSA-69017	O43242;P28070;Q9UL46;Q15008;P60896;P25789;P62987;P62191;P17980;O00232;O75832;Q14997;Q16401;P49721;Q92530;P62979;P28066;P25787;Q13200;Q99460;O14818;P43686;P49720;P55036;Q8TAA3;P61289;P35998;A5LHX3;Q06323;P28074;P0CG48;Q16763;Q9UNM6;O00231;P25788;P28062;P40306;P0CG47;O00762;P62333;P51965;P25786;P51665;Q99436;P28072;O00487;P62195;P48556;P60900;P28065;O00233;Q13042;O96020;Q9H1A4;Q96DE5;Q9UJX5;Q99741;Q9UM13;Q8NHZ8;P30260;Q9NYG5;Q9UJX4;P60006;Q9UJX2;P24941;P24864;P78396;Q9UJX6;P20248;Q9UJX3;Q9UM11;P51668;P20618	DNA Replication;Cell Cycle	CDK-mediated phosphorylation and removal of Cdc6	R-HSA-69052
R-HSA-69052	Q14566;P33993;P49736;P33991;P25205;P33992;O43242;Q13309;P28070;Q9UL46;Q15008;P60896;Q13416;P63208;P25789;P62987;P62191;P17980;O00232;O75832;Q14997;Q16401;P49721;Q92530;P62979;P28066;P25787;Q13200;Q99460;O14818;P43686;P49720;P55036;Q8TAA3;P61289;Q9UJA3;O43913;P35998;A5LHX3;Q06323;P28074;Q13415;P62877;P0CG48;Q9UNM6;O00231;O43929;P25788;P28062;P40306;P0CG47;P62333;P25786;P51665;Q99436;P28072;O00487;P62195;P48556;P60900;P28065;O00233;Q9H211;Q99741;Q13616;P24941;P78396;P20248;Q9UBD5;Q9Y5N6;P20618;Q16763;O00762;P51965;Q13042;O96020;Q9H1A4;Q96DE5;Q9UJX5;Q9UM13;Q8NHZ8;P30260;Q9NYG5;Q9UJX4;P60006;Q9UJX2;P24864;Q9UJX6;Q9UJX3;Q9UM11;P51668	DNA Replication;Cell Cycle	Switching of origins to a post-replicative state	R-HSA-69239
R-HSA-69091	P40938;P49643;P35249;P35251;P12004;P40937;P35250;Q9HCU8;Q15054;P28340;Q14181;P09884;P49005;P49642	DNA Replication;Cell Cycle	Polymerase switching	R-HSA-69109;R-HSA-69186
R-HSA-69109	P40938;P49643;P35249;P35251;P12004;P40937;P35250;Q9HCU8;Q15054;P28340;Q14181;P09884;P49005;P49642	DNA Replication;Cell Cycle	Leading Strand Synthesis	R-HSA-69190
R-HSA-69166	P15927;P49643;P35244;P12004;P27694;P51530;Q9HCU8;Q15054;P28340;Q14181;P09884;P49005;P39748;P49642	DNA Replication;Cell Cycle	Removal of the Flap Intermediate	R-HSA-69183
R-HSA-69183	P49643;P12004;Q9HCU8;P18858;Q15054;P28340;Q14181;P09884;P49005;P49642;P15927;P35244;P27694;P51530;P39748	DNA Replication;Cell Cycle	Processive synthesis on the lagging strand	R-HSA-69186
R-HSA-69186	P40938;P49643;P35249;P35251;P12004;P40937;P35250;Q9HCU8;Q15054;P28340;Q14181;P09884;P49005;P49642;P18858;P15927;P35244;P27694;P51530;P39748	DNA Replication;Cell Cycle	Lagging Strand Synthesis	R-HSA-69190
R-HSA-69190	Q9BRT9;Q9UJA3;Q9Y248;Q14691;Q9BRX5;Q14566;P33993;O75419;P49736;P33991;P25205;P33992;P40938;P49643;P35249;P35251;P12004;P40937;P35250;Q9HCU8;Q15054;P28340;Q14181;P09884;P49005;P49642;P18858;P15927;P35244;P27694;P51530;P39748	DNA Replication;Cell Cycle	DNA strand elongation	R-HSA-69239
R-HSA-69200	P06400;O96020;P24941;P24864	Cell Cycle	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	R-HSA-69202
R-HSA-69202	Q6MZP7;Q14188;Q96GY3;P01106;Q08999;P30304;P06400;Q09028;Q14186;P51948;O96020;Q15329;Q9Y243;P38936;P50613;P31751;P31749;P51946;P24941;Q01094;P24864;P46527;Q8TDN4;P61244;Q16254;Q5TKA1;Q52LA3;P30291;O43242;Q13309;P28070;Q9UL46;Q15008;P60896;P63208;P25789;P62987;P62191;P17980;O00232;O75832;Q16401;P49721;Q92530;P62979;P28066;P25787;Q13200;Q99460;O14818;P43686;P49720;P55036;P61289;P35998;Q06323;P28074;P0CG48;Q9UNM6;O00231;P25788;P28062;P40306;Q13882;P0CG47;P62333;P25786;P51665;Q99436;P28072;O00487;P62195;P48556;P60900;P28065;O00233;P11802;P24385;Q13616;P61024;P78396;P20248;P20618	Cell Cycle	Cyclin E associated events during G1/S transition 	R-HSA-69206
R-HSA-69205	Q6MZP7;Q14188;P28749;P04183;Q96GY3;Q08999;P31350;Q13415;P12004;Q09028;Q14186;O75419;Q9H211;P06493;Q99741;Q15329;Q01094;P24864;O75461;Q9UKT4;P78396;P09884;Q16254;P00374;Q5TKA1;Q52LA3;Q13547;P04818	Cell Cycle	G1/S-Specific Transcription	R-HSA-69206
R-HSA-69206	P15927;Q13416;P49643;P35244;Q9UJA3;O43913;Q13415;O43929;Q13156;P27694;O75496;Q9NR33;Q14566;P33993;O75419;Q9H211;Q99741;O00311;P24941;Q9NRF9;Q14181;Q07864;P09884;P56282;P49736;Q9UBU7;P33991;Q7L590;P25205;Q9UBD5;Q9Y5N6;P33992;P49642;Q6MZP7;Q14188;P28749;P04183;Q96GY3;Q08999;P31350;P12004;Q09028;Q14186;P06493;Q15329;Q01094;P24864;O75461;Q9UKT4;P78396;Q16254;P00374;Q5TKA1;Q52LA3;Q13547;P04818;P62714;P67775;P06400;Q9Y5P8;P30153;P30154;P14635;P01106;P30304;P51948;O96020;Q9Y243;P38936;P50613;P31751;P31749;P51946;P46527;Q8TDN4;P61244;P30291;O43242;Q13309;P28070;Q9UL46;Q15008;P60896;P63208;P25789;P62987;P62191;P17980;O00232;O75832;Q16401;P49721;Q92530;P62979;P28066;P25787;Q13200;Q99460;O14818;P43686;P49720;P55036;P61289;P35998;Q06323;P28074;P0CG48;Q9UNM6;O00231;P25788;P28062;P40306;Q13882;P0CG47;P62333;P25786;P51665;Q99436;P28072;O00487;P62195;P48556;P60900;P28065;O00233;P11802;P24385;Q13616;P61024;P20248;P20618	Cell Cycle	G1/S Transition	R-HSA-453279
R-HSA-69231	Q13309;P62714;P63208;Q14188;P28749;P62987;P62979;P67775;Q08999;P0CG48;P06400;Q13882;Q9Y5P8;P0CG47;Q14186;P63151;P30281;P51948;P42772;O96020;P55273;Q00534;P11802;Q15329;P30153;P38936;P50613;P24385;Q13616;P30154;P42771;P51946;P24941;P00519;P61024;Q01094;P49918;P24864;P46527;O00716;P30279;P07948;O60674;Q16254;P42773;Q14209	Cell Cycle	Cyclin D associated events in G1	R-HSA-69236
R-HSA-69236	Q13309;P62714;P63208;Q14188;P28749;P62987;P62979;P67775;Q08999;P0CG48;P06400;Q13882;Q9Y5P8;P0CG47;Q14186;P63151;P30281;P51948;P42772;O96020;P55273;Q00534;P11802;Q15329;P30153;P38936;P50613;P24385;Q13616;P30154;P42771;P51946;P24941;P00519;P61024;Q01094;P49918;P24864;P46527;O00716;P30279;P07948;O60674;Q16254;P42773;Q14209	Cell Cycle	G1 Phase	R-HSA-453279
R-HSA-69239	P49643;Q9NR33;Q9NRF9;Q14181;Q07864;P09884;P56282;P49642;Q14566;P33993;P49736;P33991;P25205;P33992;O43242;Q13309;P28070;Q9UL46;Q15008;P60896;Q13416;P63208;P25789;P62987;P62191;P17980;O00232;O75832;Q14997;Q16401;P49721;Q92530;P62979;P28066;P25787;Q13200;Q99460;O14818;P43686;P49720;P55036;Q8TAA3;P61289;Q9UJA3;O43913;P35998;A5LHX3;Q06323;P28074;Q13415;P62877;P0CG48;Q9UNM6;O00231;O43929;P25788;P28062;P40306;P0CG47;P62333;P25786;P51665;Q99436;P28072;O00487;P62195;P48556;P60900;P28065;O00233;Q9H211;Q99741;Q13616;P24941;P78396;P20248;Q9UBD5;Q9Y5N6;P20618;Q16763;O00762;P51965;Q13042;O96020;Q9H1A4;Q96DE5;Q9UJX5;Q9UM13;Q8NHZ8;P30260;Q9NYG5;Q9UJX4;P60006;Q9UJX2;P24864;Q9UJX6;Q9UJX3;Q9UM11;P51668;Q9BRT9;Q9Y248;Q14691;Q9BRX5;O75419;P40938;P35249;P35251;P12004;P40937;P35250;Q9HCU8;Q15054;P28340;P49005;P18858;P15927;P35244;P27694;P51530;P39748	DNA Replication;Cell Cycle	Synthesis of DNA	R-HSA-69242;R-HSA-69306
R-HSA-69242	Q8WVM7;Q14683;Q9UQE7;Q7Z5K2;Q8N3U4;Q9NTI5;Q29RF7;O60216;Q96FF9;Q5FWF5;Q56NI9;O43242;P28070;Q9UL46;Q15008;P60896;P25789;P62987;P62191;P17980;O00232;O75832;Q14997;Q16401;P49721;Q92530;P62979;P28066;P25787;Q13200;Q99460;O14818;P43686;P49720;P55036;Q8TAA3;P61289;P49841;P35998;A5LHX3;Q06323;P28074;P0CG48;Q9UNM6;O00231;P25788;P28062;P40306;P0CG47;P62333;P25786;P51665;Q99436;P28072;O00487;P62195;P48556;P60900;P28065;O00233;P11802;P24385;P20618;Q6MZP7;Q14188;Q96GY3;P01106;Q08999;P30304;P06400;Q09028;Q14186;P51948;Q15329;Q9Y243;P38936;P50613;P31751;P31749;P51946;P24941;Q01094;P46527;Q8TDN4;P78396;P20248;Q9UM11;P61244;Q16254;Q5TKA1;Q52LA3;P30305;P30291;Q13309;P63208;Q13882;O96020;Q13616;P61024;P24864;P49643;Q9NR33;Q9NRF9;Q14181;Q07864;P09884;P56282;P49642;Q14566;P33993;P49736;P33991;P25205;P33992;Q13416;Q9UJA3;O43913;Q13415;P62877;O43929;Q9H211;Q99741;Q9UBD5;Q9Y5N6;Q16763;O00762;P51965;Q13042;Q9H1A4;Q96DE5;Q9UJX5;Q9UM13;Q8NHZ8;P30260;Q9NYG5;Q9UJX4;P60006;Q9UJX2;Q9UJX6;Q9UJX3;P51668;Q9BRT9;Q9Y248;Q14691;Q9BRX5;O75419;P40938;P35249;P35251;P12004;P40937;P35250;Q9HCU8;Q15054;P28340;P49005;P18858;P15927;P35244;P27694;P51530;P39748	Cell Cycle	S Phase	R-HSA-69278
R-HSA-69273	P62714;Q99640;O14980;Q9Y570;P67775;P30307;P30304;Q9Y5P8;P63151;P14635;O95067;P51948;P06493;P30153;P50613;P30154;P51946;P24941;P78396;Q08050;P20248;Q9UIC8;P30305;P53350;P30291	Cell Cycle	Cyclin A/B1/B2 associated events during G2/M transition	R-HSA-69275
